Region,C09-Work Indicator,C10-Job Indicator,"C11 - Location of Work (Province, Municipality)",C13-Major Occupation Group,C15-Major Industry Group,C16-Nature of Employment (Primary Occupation),C21-Class of Worker (Primary Occupation)
19,3,52,47,1,9,54,54
19,1,83,49,2,7,24,24
19,3,52,47,2,5,10,10
19,1,62,3,1,8,48,48
19,3,52,47,1,9,54,54
19,3,52,47,2,5,15,15
19,1,83,49,1,8,48,48
19,1,83,49,1,8,48,48
19,1,52,47,2,8,48,48
19,1,62,3,1,7,42,48
19,1,83,49,2,8,16,16
19,1,52,56,2,8,16,16
19,1,62,3,1,7,42,42
19,1,52,56,1,7,42,42
19,1,62,3,1,7,42,48
19,1,52,56,1,8,48,48
19,1,54,80,2,8,48,48
19,3,52,47,2,9,54,54
19,1,52,56,1,8,48,48
19,1,52,56,2,6,36,36
19,1,93,41,1,8,48,48
19,1,91,96,2,8,48,48
19,1,62,3,1,7,42,48
19,3,52,47,2,9,54,54
19,1,93,41,1,8,48,48
19,3,52,47,1,9,54,54
19,1,62,3,1,7,42,42
19,1,52,47,2,7,42,42
19,1,83,49,1,8,42,42
19,1,52,47,2,6,18,18
19,1,52,47,2,5,15,15
19,1,91,96,1,8,48,48
19,1,91,96,2,9,54,54
19,1,83,49,1,8,48,48
19,1,52,56,2,8,16,16
19,1,11,84,1,8,40,40
19,3,52,47,1,9,54,54
19,3,52,47,2,6,12,12
19,1,83,49,1,8,48,48
19,1,83,49,1,8,48,48
19,3,52,47,1,8,48,48
19,1,61,1,1,7,42,42
19,1,23,85,1,8,40,40
19,1,83,49,1,8,48,48
19,1,41,84,1,8,40,40
19,1,61,1,1,7,42,42
19,1,92,1,1,5,30,30
19,1,83,49,1,8,48,48
19,1,61,1,1,7,42,48
19,1,92,1,2,6,36,36
19,1,92,1,2,5,15,15
19,1,83,49,2,7,42,42
19,1,92,1,2,5,10,10
19,1,61,1,1,7,42,42
19,1,92,1,2,6,36,36
19,1,61,1,1,7,42,42
19,1,92,1,1,6,36,36
19,1,23,85,1,8,40,40
19,1,92,1,2,5,10,10
19,1,61,1,1,7,42,42
19,1,92,1,1,6,36,36
19,1,83,49,1,8,48,48
19,1,83,49,2,7,42,42
19,1,92,1,2,5,25,25
19,1,63,1,2,7,35,35
19,1,92,1,2,6,24,24
19,1,92,1,2,6,12,12
19,1,92,1,2,7,14,14
19,1,61,1,1,7,42,42
19,1,23,85,1,8,40,40
19,1,61,1,1,7,42,42
19,1,61,1,1,7,42,42
19,3,52,47,1,8,48,48
19,3,52,47,2,8,16,16
19,3,52,47,2,8,16,16
19,3,52,47,2,5,10,10
19,3,52,47,2,5,10,10
19,1,92,1,2,7,14,14
19,1,61,1,1,7,42,42
19,1,92,1,2,6,30,30
19,1,92,1,2,7,14,14
19,3,52,47,1,9,54,54
19,1,54,84,1,8,48,48
19,1,23,85,1,8,40,40
19,1,92,1,2,7,42,42
19,1,92,1,2,8,16,16
19,1,92,1,1,7,42,42
19,1,83,49,1,8,48,48
19,1,92,1,2,6,36,36
19,1,92,1,2,7,42,42
19,1,92,1,1,7,42,42
19,1,92,1,2,6,36,36
19,1,61,1,1,5,30,30
19,1,51,96,1,8,48,48
19,1,92,1,2,7,42,42
19,1,93,41,1,8,48,48
19,3,52,47,1,9,54,54
19,1,92,1,1,7,42,42
19,1,93,41,1,8,48,48
19,1,92,1,2,8,48,48
19,1,61,1,1,7,42,42
19,1,92,1,1,5,30,30
19,1,52,47,1,8,48,48
19,1,52,47,1,8,48,48
19,1,61,1,1,7,42,42
19,1,54,80,1,8,40,40
19,3,52,47,1,9,54,54
19,1,61,1,1,7,42,42
19,3,52,47,1,9,54,54
19,1,61,1,1,7,42,42
19,1,92,1,2,5,20,20
19,1,61,1,1,8,48,48
19,3,52,47,1,8,48,48
19,1,83,49,2,8,24,24
19,1,92,1,2,8,24,24
19,1,61,1,1,8,48,48
19,3,52,47,1,8,48,48
19,1,92,1,2,8,24,24
19,3,52,47,2,8,24,24
19,3,52,47,2,8,24,24
19,1,61,1,1,8,48,48
19,3,52,47,1,8,48,48
19,1,92,1,2,8,40,40
19,3,52,47,2,8,24,24
19,1,61,1,1,8,48,48
19,1,92,1,2,8,16,16
19,1,92,1,2,8,16,16
19,1,92,1,2,8,16,16
19,1,61,1,1,8,48,48
19,1,92,1,2,8,40,40
19,1,92,1,2,8,16,16
19,1,61,1,1,8,48,48
19,3,52,47,1,8,49,49
19,1,92,1,2,8,24,24
19,3,52,47,2,8,16,16
19,3,52,47,1,8,49,49
19,1,83,49,1,8,48,48
19,3,52,47,2,8,24,24
19,3,52,47,2,8,24,24
19,1,52,47,2,8,24,24
19,1,61,1,1,8,48,48
19,3,52,47,1,8,48,48
19,1,92,1,2,8,24,24
19,1,61,1,1,6,36,36
19,1,61,1,1,8,48,48
19,1,52,47,1,8,48,48
19,1,61,1,1,8,48,48
19,3,52,47,1,8,49,49
19,3,52,47,2,8,24,24
19,3,52,47,2,8,16,16
19,1,92,1,2,8,24,24
19,1,61,1,1,8,48,48
19,3,52,47,1,8,48,48
19,1,83,49,1,8,48,48
19,1,92,1,2,8,24,24
19,3,52,47,2,8,24,24
19,1,83,49,1,8,48,48
19,1,61,1,1,8,48,48
19,1,92,1,2,8,24,24
19,1,83,49,1,8,48,48
19,1,61,1,1,8,48,48
19,1,61,1,1,8,48,48
19,3,52,47,1,8,49,49
19,1,92,1,2,8,24,24
19,1,61,1,1,8,48,48
19,1,83,49,1,8,48,48
19,1,92,1,3,3,21,21
19,1,83,49,1,8,56,56
19,1,83,49,1,8,56,56
19,1,61,1,1,5,30,30
19,1,41,84,1,8,40,40
19,1,52,47,1,9,54,54
19,1,92,1,3,5,30,30
19,1,61,1,1,3,12,12
19,1,52,56,1,7,49,49
19,1,61,1,1,4,24,24
19,1,92,1,1,3,18,18
19,1,83,49,1,7,49,49
19,1,93,41,3,8,48,48
19,1,83,49,1,8,56,56
19,1,61,1,1,5,30,30
19,1,92,1,1,3,15,15
19,1,52,47,1,9,54,54
19,1,52,47,1,6,42,42
19,1,52,47,1,8,56,56
19,1,61,1,1,5,30,30
19,1,92,1,1,4,24,24
19,1,61,1,1,4,24,24
19,1,92,1,1,4,24,24
19,1,61,1,1,6,36,36
19,1,92,1,1,2,18,18
19,1,61,1,1,5,25,25
19,1,92,1,1,3,18,18
19,1,61,1,1,4,20,20
19,1,92,1,1,4,20,20
19,1,61,1,1,5,20,20
19,1,92,1,1,3,18,18
19,1,93,41,3,8,48,48
19,1,93,41,3,8,48,48
19,1,61,1,1,5,30,30
19,1,52,56,1,8,56,56
19,1,83,49,1,8,56,56
19,1,52,56,1,7,49,49
19,1,61,1,1,8,48,48
19,1,11,84,2,8,40,40
19,1,61,1,1,8,48,48
19,1,92,1,2,6,36,36
19,1,93,41,2,8,48,48
19,1,52,47,1,8,48,48
19,1,93,41,2,8,48,48
19,1,91,96,2,8,48,48
19,1,93,41,2,8,48,48
19,1,91,96,2,5,25,25
19,1,62,3,1,12,48,48
19,3,52,47,1,8,49,49
19,1,83,49,1,8,48,48
19,1,61,1,1,6,36,36
19,1,52,47,2,8,40,40
19,1,83,49,1,8,48,48
19,3,52,47,1,8,48,48
19,1,62,3,1,12,48,48
19,1,62,3,1,3,21,21
19,1,52,47,1,8,56,56
19,1,61,1,1,5,30,30
19,1,92,1,1,4,24,24
19,1,61,1,1,5,30,30
19,1,92,1,1,3,18,18
19,1,61,1,1,5,25,25
19,1,92,1,1,5,25,25
19,1,62,3,1,8,56,56
19,1,61,1,1,5,30,30
19,1,32,84,2,8,40,56
19,1,92,1,1,4,24,24
19,1,62,3,1,7,42,42
19,1,52,56,1,8,56,56
19,1,61,1,1,4,24,24
19,1,92,1,1,3,18,18
19,1,61,1,1,6,36,36
19,1,92,1,1,5,30,30
19,1,62,3,1,7,42,42
19,1,62,3,1,4,24,24
19,1,83,49,1,8,56,56
19,1,61,1,1,5,30,30
19,1,62,3,1,7,49,49
19,1,62,3,1,6,36,36
19,1,62,3,1,7,42,42
19,1,52,47,1,8,56,56
19,1,62,3,1,7,49,49
19,1,61,1,1,6,36,36
19,1,92,1,1,3,9,9
19,1,61,1,1,7,42,42
19,1,53,85,1,8,16,16
19,1,92,1,1,4,8,8
19,1,61,1,1,7,42,42
19,1,61,1,1,6,36,36
19,1,92,1,1,4,12,12
19,1,61,1,1,6,36,36
19,1,92,1,1,3,9,9
19,1,52,56,1,6,36,36
19,1,83,49,1,7,42,42
19,1,52,56,1,5,10,10
19,1,61,1,1,6,36,36
19,1,92,1,1,4,12,12
19,1,92,1,1,5,25,25
19,1,92,1,1,6,36,36
19,1,92,1,1,6,12,12
19,1,92,1,1,5,10,10
19,1,61,1,1,7,42,42
19,1,92,1,1,3,12,12
19,1,61,1,1,6,36,36
19,1,92,1,1,4,12,12
19,1,92,1,1,4,25,25
19,1,92,1,1,3,6,6
19,1,92,1,1,2,4,4
19,1,92,1,1,2,4,4
19,1,61,1,1,5,25,25
19,1,92,1,1,2,6,6
19,1,92,1,1,5,10,10
19,1,92,1,1,2,4,4
19,1,61,1,1,6,36,36
19,1,92,1,1,5,25,25
19,1,92,1,1,5,25,25
19,1,92,1,1,3,6,6
19,1,61,1,1,8,48,48
19,1,92,1,2,6,36,36
19,1,92,1,2,8,16,16
19,1,61,1,1,8,48,48
19,1,92,1,2,6,36,36
19,1,52,47,2,8,48,48
19,1,92,1,2,8,16,16
19,1,61,1,1,8,48,48
19,1,92,1,2,8,16,16
19,1,92,1,2,8,16,16
19,1,83,49,1,8,48,48
19,3,52,47,1,8,48,48
19,1,52,47,2,8,48,48
19,1,83,49,2,8,16,16
19,3,52,47,2,8,24,24
19,1,83,49,1,8,48,48
19,3,52,47,1,8,48,48
19,3,52,47,2,8,24,24
19,1,61,1,1,8,48,48
19,3,52,47,1,8,49,49
19,3,52,47,2,8,24,24
19,3,52,47,2,8,24,24
19,1,71,41,2,8,48,48
19,3,52,47,1,8,48,48
19,3,52,47,2,8,24,24
19,3,52,47,2,8,16,16
19,3,52,47,2,8,16,16
19,1,61,1,1,8,48,48
19,1,92,1,2,6,40,40
19,3,52,47,2,6,36,36
19,1,83,49,1,8,48,48
19,3,52,47,1,8,48,48
19,3,52,47,2,8,24,24
19,3,52,47,2,8,16,16
19,1,61,1,1,8,48,48
19,1,92,1,2,6,38,38
19,1,61,1,1,8,48,48
19,1,92,1,2,6,36,36
19,1,83,49,1,8,48,48
19,1,92,1,2,8,24,24
19,1,83,49,2,8,24,24
19,1,61,1,1,8,48,48
19,1,92,1,2,6,36,36
19,1,61,1,1,8,48,48
19,1,92,1,2,6,36,36
19,1,61,1,1,3,3,9
19,1,61,1,1,3,3,9
19,1,61,1,1,2,7,14
19,1,61,1,1,5,7,35
19,1,61,1,1,4,7,28
19,1,61,1,1,1,7,7
19,1,61,1,1,2,4,8
19,1,61,1,1,3,7,21
19,1,54,80,1,8,7,56
19,1,61,1,1,3,5,15
19,1,61,1,1,3,4,12
19,1,92,1,1,2,4,8
19,1,92,1,1,2,4,8
19,1,92,1,1,2,4,8
19,1,61,1,1,3,12,12
19,1,52,47,1,10,70,70
19,1,92,1,3,3,12,12
19,1,83,49,1,6,36,36
19,1,61,1,1,2,8,8
19,1,52,47,1,11,77,77
19,1,52,47,1,10,70,70
19,1,61,1,1,2,6,6
19,1,61,1,1,2,6,6
19,1,61,1,1,1,4,4
19,1,61,1,1,2,10,10
19,1,92,1,1,2,10,10
19,1,61,1,1,2,8,8
19,1,92,1,3,5,15,15
19,1,52,47,1,10,70,70
19,1,61,1,1,3,9,9
19,1,93,41,2,8,48,48
19,1,54,80,2,8,56,56
19,1,52,47,1,10,70,70
19,1,61,1,1,6,24,24
19,1,62,2,1,5,15,15
19,1,62,2,1,5,15,15
19,1,61,1,1,2,4,4
19,1,61,1,1,3,12,12
19,1,52,47,1,10,70,70
19,1,61,1,1,3,6,6
19,1,61,1,1,1,4,4
19,1,93,41,2,8,48,48
19,1,83,49,1,6,42,42
19,1,52,47,1,8,32,32
19,1,83,49,1,8,48,48
19,1,92,3,1,3,3,3
19,1,62,3,1,4,20,20
19,1,61,1,1,3,12,12
19,1,83,49,1,6,42,42
19,1,51,56,2,5,10,10
19,1,71,16,1,7,42,42
19,1,83,49,1,9,54,54
19,1,54,84,1,8,40,40
19,1,93,49,1,7,42,42
19,1,52,47,1,8,56,56
19,1,83,49,1,8,56,56
19,1,83,49,1,7,49,49
19,1,52,47,1,8,56,56
19,1,14,56,1,8,32,32
19,1,52,56,1,8,32,32
19,1,93,41,1,8,48,48
19,1,61,1,1,4,20,20
19,1,52,47,1,9,63,63
19,1,61,1,1,4,12,12
1,1,93,41,2,8,48,48
1,1,14,47,1,8,56,56
1,1,93,41,2,8,48,48
1,1,41,84,1,8,40,40
1,1,71,43,2,8,48,48
1,1,96,81,2,8,16,16
1,1,83,49,1,8,40,40
1,1,71,43,2,8,48,48
1,1,71,43,2,8,48,48
1,1,83,49,1,8,56,56
1,1,52,47,1,10,70,70
1,1,93,47,2,8,16,16
1,1,32,84,1,8,24,24
1,1,83,49,1,9,54,54
1,1,52,47,1,6,42,42
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,61,1,1,6,42,42
1,1,92,1,2,8,40,40
1,1,93,41,2,8,48,48
1,1,51,56,2,8,40,40
1,1,92,1,2,8,16,16
1,1,61,1,1,7,49,49
1,1,92,1,2,8,24,24
1,1,92,1,2,8,16,16
1,1,52,47,1,5,25,25
1,1,93,41,2,8,32,32
1,1,83,49,1,8,56,56
1,1,51,96,1,8,48,48
1,1,51,56,1,8,48,48
1,1,83,49,1,6,42,42
1,1,83,49,1,8,56,56
1,1,42,64,1,8,40,40
1,1,52,56,1,8,48,48
1,1,83,49,1,8,56,56
1,2,52,47,1,6,36,36
1,1,41,84,1,8,40,40
1,1,54,84,1,8,40,40
1,1,52,56,1,8,56,56
1,1,23,85,1,8,40,40
1,1,52,47,1,8,56,56
1,1,93,42,2,8,48,48
1,1,71,43,2,8,48,48
1,1,92,1,2,8,40,40
1,1,92,1,2,8,24,24
1,1,92,1,2,8,48,48
1,1,93,42,2,8,48,48
1,1,92,1,2,8,32,32
1,1,61,1,1,7,49,49
1,1,92,1,2,8,56,56
1,1,41,82,1,8,48,48
1,1,92,1,2,8,40,40
1,1,93,41,2,8,48,48
1,1,43,82,1,8,48,48
1,1,61,1,1,8,56,56
1,1,92,1,2,6,42,42
1,1,92,1,2,8,56,56
1,1,92,1,2,6,30,30
1,1,52,47,1,6,42,42
1,1,61,1,1,8,56,56
1,1,52,47,2,6,36,36
1,1,92,96,1,8,48,48
1,1,91,96,1,8,48,48
1,1,51,81,1,8,48,48
1,1,91,96,1,5,30,30
1,1,61,1,1,8,56,56
1,1,92,1,2,8,16,16
1,1,61,1,1,6,42,42
1,1,92,1,2,6,42,42
1,1,92,1,2,6,12,12
1,1,92,1,2,6,6,6
1,1,61,1,1,6,42,42
1,1,92,1,2,6,30,30
1,1,53,96,1,9,54,54
1,1,93,41,2,8,48,48
1,1,74,43,1,8,40,40
1,1,61,1,1,6,42,42
1,1,92,1,2,8,40,40
1,1,92,1,2,6,24,24
1,1,52,47,1,8,48,48
1,1,61,1,1,8,56,56
1,1,92,1,2,8,40,40
1,1,72,45,1,8,48,48
1,1,93,47,1,8,48,48
1,1,92,1,1,8,40,40
1,1,94,56,1,4,28,28
1,1,52,47,1,6,42,42
1,1,52,47,2,6,42,42
1,1,61,1,1,8,56,56
1,1,92,1,2,8,16,16
1,1,61,1,1,6,42,42
1,1,51,56,1,5,30,30
1,1,44,84,1,8,40,40
1,1,61,1,1,8,56,56
1,1,61,1,1,7,49,49
1,1,61,1,1,1,7,7
1,1,51,81,1,8,48,48
1,1,61,1,1,8,48,48
1,1,92,1,2,6,36,36
1,1,91,96,1,4,12,12
1,1,61,1,1,8,48,48
1,1,23,85,1,6,36,36
1,1,61,1,1,3,9,9
1,1,61,1,1,8,48,48
1,1,92,1,2,4,12,12
1,1,93,41,2,8,48,48
1,1,54,84,2,8,32,32
1,1,93,41,1,8,48,48
1,1,42,84,2,8,48,48
1,1,74,95,1,6,36,36
1,1,26,90,1,10,30,30
1,1,14,47,1,8,48,48
1,1,14,47,1,8,48,48
1,1,26,90,2,8,24,24
1,1,25,62,1,8,40,40
1,1,61,1,1,8,48,48
1,1,92,1,2,4,16,16
1,1,54,84,1,8,48,48
1,1,61,1,1,5,30,30
1,1,21,43,1,8,48,48
1,1,31,45,1,8,48,48
1,1,61,1,1,9,54,54
1,1,61,1,1,8,56,56
1,1,92,1,1,8,48,48
1,1,61,1,1,8,48,48
1,1,92,1,2,4,16,16
1,1,61,1,1,4,24,24
1,1,61,1,1,8,48,48
1,1,92,1,1,4,8,8
1,1,83,49,1,10,40,40
1,1,42,82,2,8,48,48
1,1,61,1,1,8,48,48
1,1,92,1,1,8,48,48
1,1,92,1,1,8,48,48
1,1,14,47,1,9,54,54
1,1,52,47,1,9,54,54
1,1,93,41,2,8,48,48
1,1,11,84,1,8,48,54
1,1,61,1,1,8,48,48
1,1,92,1,1,4,24,24
1,1,92,1,1,4,24,56
1,1,92,1,1,4,24,24
1,1,22,86,1,8,48,48
1,1,93,41,2,8,48,48
1,1,61,1,1,8,48,54
1,1,92,1,2,4,24,24
1,1,92,1,1,2,12,18
1,1,93,41,2,8,48,60
1,1,83,49,1,9,54,54
1,1,52,47,1,8,48,48
1,1,83,49,1,8,48,48
1,1,26,94,1,6,36,36
1,1,83,49,1,8,48,48
1,1,61,1,1,8,48,48
1,1,92,1,1,8,48,48
1,1,92,1,1,4,24,24
1,1,63,1,1,8,48,48
1,1,32,84,1,8,48,48
1,1,93,41,3,8,48,48
1,1,51,56,1,8,48,48
1,1,93,41,3,8,48,48
1,1,83,49,1,8,48,48
1,1,61,1,1,8,48,48
1,1,81,96,1,8,48,48
1,1,61,1,1,8,48,48
1,1,91,81,1,8,48,48
1,1,42,55,1,8,48,48
1,1,61,1,1,8,48,48
1,1,92,1,2,4,24,24
1,1,92,1,2,2,12,12
1,1,83,49,1,10,50,50
1,1,52,47,1,7,42,42
1,1,83,84,1,8,40,40
1,1,52,47,2,6,12,12
1,1,83,49,1,8,40,40
1,1,22,86,1,8,40,40
1,1,93,41,2,8,48,48
1,1,54,84,1,1,7,7
1,1,71,43,2,8,48,48
1,1,52,47,1,9,63,63
1,1,83,49,1,9,54,54
1,1,61,1,1,1,7,7
1,1,92,1,2,1,7,7
1,1,52,47,1,9,63,63
1,1,93,47,2,6,42,42
1,1,96,49,2,8,16,16
1,1,93,41,2,8,48,48
1,1,51,56,1,8,48,48
1,1,61,1,1,6,42,42
1,1,92,1,2,6,30,30
1,1,54,84,1,8,40,40
1,1,52,56,1,5,35,35
1,1,22,86,1,8,48,48
1,1,41,82,1,8,40,40
1,2,93,47,2,2,14,14
1,2,52,47,1,3,15,15
1,1,61,1,1,8,56,56
1,1,41,82,1,8,48,48
1,1,41,82,1,8,48,48
1,1,42,55,1,8,48,48
1,1,83,49,1,8,48,48
1,1,92,1,1,8,48,48
1,1,52,47,1,8,48,48
1,1,61,1,1,8,48,48
1,1,42,84,2,8,48,48
1,1,26,90,1,4,24,24
1,1,93,41,2,8,16,16
1,1,93,41,2,8,16,16
1,1,83,49,1,8,48,48
1,1,41,82,1,8,48,48
1,1,26,94,1,8,56,56
1,1,52,47,1,4,28,28
1,1,61,1,1,8,48,48
1,1,52,47,1,8,48,48
1,1,42,64,1,8,48,48
1,1,42,64,1,8,48,48
1,1,14,47,1,8,48,48
1,1,41,82,1,8,48,48
1,1,61,1,1,8,48,54
1,1,92,1,1,8,48,48
1,1,93,41,2,8,48,48
1,1,83,49,1,8,48,48
1,1,11,84,1,8,8,8
1,1,52,47,1,10,70,70
1,1,83,49,1,8,24,31
1,1,83,49,1,8,48,48
1,1,24,69,1,8,48,48
1,1,83,49,2,8,48,48
1,1,52,47,2,8,48,48
1,1,71,41,2,8,48,48
1,1,61,1,2,3,21,21
1,1,53,96,1,8,48,48
1,1,71,43,2,8,48,48
1,1,26,60,1,8,48,48
1,1,71,41,2,8,48,48
1,1,12,69,1,8,48,48
1,1,14,45,1,8,48,48
1,2,52,47,2,5,25,25
1,1,61,1,2,3,18,18
1,2,42,82,2,8,48,48
1,1,61,1,2,2,12,19
1,1,91,96,2,8,16,16
1,1,74,35,2,8,48,48
1,1,75,10,1,8,48,48
1,1,75,10,1,8,48,48
1,1,92,1,3,8,16,24
1,1,23,85,1,8,40,40
1,1,72,45,1,8,48,48
1,1,52,47,1,8,48,48
1,1,61,1,2,6,30,30
1,1,61,1,2,6,30,30
1,1,61,1,2,8,32,32
1,1,52,47,1,8,56,56
1,1,61,1,2,7,28,28
1,1,61,1,1,6,30,30
1,1,61,1,2,7,35,35
1,1,92,1,3,7,28,28
1,1,52,10,1,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,32,32
1,1,32,86,1,8,32,32
1,1,12,56,1,8,48,48
1,1,71,41,2,8,40,40
1,1,92,1,3,7,28,28
1,1,23,85,1,8,40,40
1,1,23,85,1,8,40,40
1,1,93,41,1,8,48,48
1,1,92,1,3,5,20,20
1,1,74,43,2,8,40,40
1,1,61,1,2,5,30,30
1,1,93,41,1,8,48,48
1,3,52,47,1,8,56,56
1,1,93,41,1,8,48,48
1,1,61,1,2,7,35,35
1,1,52,46,1,8,48,48
1,1,61,1,2,6,30,30
1,1,32,84,1,8,32,32
1,1,43,66,1,8,48,48
1,1,91,11,1,8,48,48
1,1,61,1,2,6,30,30
1,1,92,1,2,4,16,16
1,1,11,85,1,8,40,40
1,1,92,1,3,8,32,32
1,1,83,49,1,8,48,48
1,1,61,1,2,8,48,48
1,3,52,47,1,8,56,56
1,3,73,16,2,8,24,24
1,1,61,1,2,5,20,20
1,1,51,96,1,8,56,56
1,1,61,1,2,8,32,32
1,1,92,1,3,6,24,24
1,1,61,1,2,7,28,28
1,3,52,47,1,8,48,48
1,1,93,41,2,8,48,48
1,1,83,49,1,8,48,48
1,1,91,96,2,8,24,24
1,3,75,14,2,8,32,48
1,1,32,86,2,8,40,40
1,1,71,43,2,8,48,48
1,1,93,41,2,8,48,48
1,3,73,16,2,8,32,32
1,1,23,85,1,8,40,40
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,47,2,8,48,48
1,3,73,16,1,8,32,32
1,3,73,16,2,8,32,40
1,1,83,49,1,10,60,60
1,1,93,41,2,8,48,48
1,1,44,84,1,8,48,48
1,1,83,49,1,10,60,60
1,1,52,47,2,10,70,70
1,1,71,41,2,8,24,24
1,1,42,64,2,8,40,40
1,1,63,1,2,3,12,19
1,1,33,84,1,12,72,72
1,1,61,1,2,4,16,26
1,1,93,41,2,8,48,54
1,1,71,43,2,8,48,48
1,3,75,14,2,8,40,40
1,1,91,96,2,8,16,16
1,1,52,47,2,8,48,48
1,1,61,1,2,3,21,21
1,1,83,49,2,10,40,48
1,1,92,1,2,4,27,36
1,1,71,41,2,8,48,48
1,2,23,85,2,5,25,25
1,2,23,85,2,5,25,25
1,1,23,85,1,8,48,48
1,1,41,84,1,8,48,48
1,1,93,41,2,8,48,48
1,1,21,71,1,8,40,40
1,1,96,47,2,8,48,48
1,1,32,86,1,8,48,48
1,1,71,41,2,8,48,48
1,1,83,49,2,8,56,56
1,1,43,86,1,8,48,48
1,1,42,84,2,8,48,48
1,1,62,3,1,11,44,44
1,1,52,47,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,62,3,2,11,44,44
1,1,52,47,2,3,12,12
1,1,51,56,2,8,48,48
1,1,52,47,2,3,18,23
1,1,62,3,2,10,40,40
1,1,62,3,1,11,33,33
1,1,52,47,2,4,12,12
1,1,42,64,2,10,50,50
1,1,52,47,2,10,70,70
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,91,96,3,8,16,16
1,1,62,3,2,11,44,44
1,1,83,49,2,9,54,54
1,1,52,47,1,10,70,70
1,1,52,56,2,8,48,48
1,1,52,56,2,8,48,48
1,1,54,80,1,10,60,60
1,1,61,1,2,5,35,35
1,1,23,85,1,8,40,40
1,1,83,49,2,8,32,32
1,1,13,10,1,8,56,56
1,1,83,49,1,8,56,56
1,1,51,56,2,8,48,48
1,1,12,47,1,8,48,48
1,1,61,1,2,6,36,36
1,1,83,49,1,8,56,56
1,1,52,56,2,5,30,30
1,1,61,1,2,5,25,25
1,1,61,1,1,6,36,36
1,1,61,1,2,6,30,30
1,1,21,84,1,8,40,40
1,3,52,47,1,8,56,56
1,1,61,1,1,6,36,36
1,1,72,45,2,8,56,56
1,1,61,1,1,5,25,25
1,1,61,1,2,5,25,25
1,1,54,80,1,8,48,48
1,1,83,49,1,8,48,48
1,1,96,47,1,8,48,48
1,1,92,1,3,6,18,18
1,1,61,1,2,6,36,36
1,1,61,1,2,6,30,30
1,1,93,41,1,8,48,48
1,1,26,69,1,8,48,48
1,1,14,47,1,8,56,56
1,1,22,87,1,8,48,48
1,1,61,1,2,5,25,25
1,1,52,47,2,8,48,48
1,1,61,1,1,7,42,42
1,1,54,84,2,8,56,56
1,1,93,41,2,8,48,48
1,1,51,56,2,8,48,48
1,1,93,41,2,8,48,48
1,1,51,56,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,91,96,2,2,4,4
1,2,23,85,2,10,60,60
1,1,52,47,2,8,40,40
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,34,94,1,8,48,48
1,1,22,86,1,8,40,40
1,1,23,85,2,8,40,40
1,1,23,85,2,8,48,48
1,1,14,47,1,10,60,60
1,1,14,47,1,10,60,60
1,1,21,71,1,8,48,48
1,1,91,96,1,12,84,84
1,1,83,49,1,10,60,60
1,1,51,55,2,8,48,48
1,1,93,41,1,8,48,48
1,1,54,84,1,8,48,48
1,1,83,49,1,12,72,72
1,3,52,47,1,6,36,36
1,1,91,96,1,8,40,40
1,1,32,47,1,8,48,48
1,2,52,47,2,5,35,35
1,1,54,84,1,8,48,48
1,1,51,56,1,8,48,48
1,1,51,56,2,8,48,48
1,1,93,41,2,8,48,48
1,1,83,49,1,12,72,72
1,1,41,82,2,8,48,48
1,1,52,47,1,8,56,56
1,1,83,49,2,10,60,60
1,1,51,56,2,8,48,48
1,1,61,1,2,1,6,6
1,3,52,47,2,10,60,60
1,1,61,1,2,2,12,12
1,1,14,47,2,8,48,48
1,1,61,1,2,2,12,12
1,1,52,47,2,8,48,48
1,1,52,47,2,2,6,6
1,3,52,47,2,10,60,60
1,1,23,85,1,8,40,40
1,1,72,45,2,10,60,60
1,1,54,84,2,8,40,40
1,1,23,85,2,8,40,40
1,1,52,56,2,1,5,5
1,1,61,1,2,2,6,6
1,1,61,1,2,2,10,10
1,1,61,1,2,1,4,4
1,1,52,47,2,8,48,48
1,1,54,80,2,8,48,48
1,1,61,1,2,2,8,8
1,1,61,1,2,1,6,6
1,1,92,96,2,8,48,48
1,1,92,96,2,8,48,48
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,51,96,2,8,24,24
1,1,93,41,2,8,48,48
1,1,93,41,2,8,48,48
1,1,61,1,2,2,8,8
1,1,61,1,2,1,5,5
1,1,71,43,2,8,48,48
1,1,54,84,2,8,48,48
1,1,32,84,2,8,48,48
1,1,41,82,2,8,40,40
1,1,83,49,1,8,48,48
1,1,41,84,1,8,40,40
1,1,41,82,1,8,40,40
1,1,25,84,1,8,40,40
1,1,24,84,1,8,40,40
1,1,83,49,2,10,60,60
1,1,83,49,1,8,48,48
1,1,41,84,1,8,40,40
